Time,com.sun.proxy.$Proxy21 Data
0,972
1,972
2,972
3,972
4,972
5,972
6,972
7,972
8,972
9,972
10,972
11,972
12,972
13,972
14,972
15,972
16,972
17,972
18,972
19,972
20,972
21,972
22,972
23,972
24,972
25,972
26,972
27,972
28,972
29,972
30,972
31,972
32,972
33,972
34,972
35,972
36,972
37,972
38,972
39,972
40,972
41,972
42,972
43,972
44,972
45,972
46,972
47,972
48,972
49,972
50,972
51,972
52,972
53,972
54,972
55,972
56,972
57,972
58,972
59,972
60,972
61,972
62,972
63,972
64,972
65,972
66,972
67,972
68,972
69,972
70,972
71,972
72,972
73,972
74,972
75,972
76,972
77,972
78,972
79,972
80,972
81,972
82,972
83,972
84,972
85,972
86,972
87,972
88,972
89,972
90,972
91,972
92,972
93,972
94,972
95,972
96,972
97,972
98,972
99,972
100,972
101,972
102,972
103,972
104,972
105,972
106,972
107,972
108,972
109,972
110,972
111,972
112,972
113,972
114,972
115,972
116,972
117,972
118,972
119,972
120,972
121,972
122,972
123,972
124,972
125,972
126,972
127,972
128,972
129,972
130,972
131,972
132,972
133,972
134,972
135,972
136,972
137,972
138,972
139,972
140,972
141,972
142,972
143,972
144,972
145,972
146,972
147,972
148,972
149,972
150,972
151,972
152,972
153,972
154,972
155,972
156,972
157,972
158,972
159,972
160,972
161,972
162,972
163,972
164,972
165,972
166,972
167,972
168,972
169,972
170,972
171,972
172,972
173,972
174,972
175,972
176,972
177,972
178,972
179,972
180,972
181,972
182,972
183,972
184,972
185,972
186,972
187,972
188,972
189,972
190,972
191,972
192,972
193,972
194,972
195,972
196,972
197,972
198,972
199,972
200,972
201,972
202,972
203,972
204,972
205,972
