Time,com.sun.proxy.$Proxy36 Data
0,282
1,282
2,282
3,282
4,282
5,282
6,282
7,282
8,282
9,282
10,282
11,282
12,282
13,282
14,282
15,282
16,282
17,282
18,282
19,282
20,282
21,282
22,282
23,282
24,282
25,282
26,282
27,282
28,282
29,282
30,282
31,282
32,282
33,282
34,282
35,282
36,282
37,282
38,282
39,282
40,282
41,282
42,282
43,282
44,282
45,282
46,282
47,282
48,282
49,282
50,282
51,282
52,282
53,282
54,282
55,282
56,282
57,282
58,282
59,282
60,282
61,282
62,282
63,282
64,282
65,282
66,282
67,282
68,282
69,282
70,282
71,282
72,282
73,282
